timepoint_id,person,ChEBI,val
02-019-GMA-30M-IT2,02-019-GMA,15866,0.132683019
02-019-GMA-30M-IT2,02-019-GMA,28816,0.784946646
02-019-GMA-30M-IT2,02-019-GMA,32980,0.072563112
02-019-GMA-30M-IT2,02-019-GMA,16016,0.171651246
02-019-GMA-30M-IT2,02-019-GMA,23956,0.194976776
02-019-GMA-30M-IT2,02-019-GMA,16469,0.104237993
02-019-GMA-30M-IT2,02-019-GMA,28645,0.613949502
02-019-GMA-30M-IT2,02-019-GMA,42548,0.040976314
02-019-GMA-30M-IT2,02-019-GMA,16813,0.246661184
02-019-GMA-30M-IT2,02-019-GMA,28061,1.478798898
02-019-GMA-30M-IT2,02-019-GMA,47962,0.046329551
02-019-GMA-30M-IT2,02-019-GMA,30778,0.078946613
02-019-GMA-30M-IT2,02-019-GMA,33198,0.272228391
03-133-GMA-22M,03-133-GMA,37741,0.433952899
02-019-GMA-30M-IT2,02-019-GMA,15903,1.300241672
02-019-GMA-30M-IT2,02-019-GMA,18050,0.237279519
02-019-GMA-30M-IT2,02-019-GMA,32398,0.147371358
02-019-GMA-30M-IT2,02-019-GMA,17754,0.509883237
02-019-GMA-30M-IT2,02-019-GMA,15428,1.036116431
02-019-GMA-30M-IT2,02-019-GMA,36274,0.000399199
02-019-GMA-30M-IT2,02-019-GMA,17687,0.000166038
02-019-GMA-30M-IT2,02-019-GMA,27471,0.000350329
02-019-GMA-30M-IT2,02-019-GMA,17497,0.170901100
02-019-GMA-30M-IT2,02-019-GMA,89929,0.000321957
02-019-GMA-30M-IT2,02-019-GMA,87753,0.035513467
02-019-GMA-30M-IT2,02-019-GMA,32365,0.380200404
02-019-GMA-30M-IT2,02-019-GMA,45571,0.031462835
02-019-GMA-30M-IT2,02-019-GMA,30832,0.055182556
02-019-GMA-30M-IT2,02-019-GMA,30776,0.003637508
02-019-GMA-30M-IT2,02-019-GMA,NA,0.030404050
02-019-GMA-30M-IT2,02-019-GMA,19641,0.159926298
02-019-GMA-30M-IT2,02-019-GMA,NA,0.000524047
02-019-GMA-30M-IT2,02-019-GMA,16135,0.023734893
02-019-GMA-30M-IT2,02-019-GMA,17191,0.058157518
02-019-GMA-30M-IT2,02-019-GMA,28484,0.005097155
02-019-GMA-30M-IT2,02-019-GMA,48430,0.139745420
02-019-GMA-30M-IT2,02-019-GMA,422,0.247477170
02-019-GMA-30M-IT2,02-019-GMA,36219,1.433201173
02-019-GMA-30M-IT2,02-019-GMA,6359,0.204313785
02-019-GMA-30M-IT2,02-019-GMA,30997,0.046403316
02-019-GMA-30M-IT2,02-019-GMA,16325,0.002101327
02-019-GMA-30M-IT2,02-019-GMA,48092,0.029803172
02-019-GMA-30M-IT2,02-019-GMA,18019,0.143926134
02-019-GMA-30M-IT2,02-019-GMA,30797,0.144657121
02-019-GMA-30M-IT2,02-019-GMA,68428,0.120455769
02-019-GMA-30M-IT2,02-019-GMA,47937,0.701222204
02-019-GMA-30M-IT2,02-019-GMA,32800,0.057501173
02-019-GMA-30M-IT2,02-019-GMA,16899,0.028440853
02-019-GMA-30M-IT2,02-019-GMA,28085,0.247261864
02-019-GMA-30M-IT2,02-019-GMA,28729,0.495638316
02-019-GMA-30M-IT2,02-019-GMA,16643,0.113945909
02-019-GMA-30M-IT2,02-019-GMA,91316,0.060281094
02-019-GMA-30M-IT2,02-019-GMA,17268,0.206304259
02-019-GMA-30M-IT2,02-019-GMA,28037,0.291722004
02-019-GMA-30M-IT2,02-019-GMA,506227,0.949498642
02-019-GMA-30M-IT2,02-019-GMA,NA,0.192516969
02-019-GMA-30M-IT2,02-019-GMA,15756,0.045655266
02-019-GMA-30M-IT2,02-019-GMA,46905,0.049171888
02-019-GMA-30M-IT2,02-019-GMA,17418,0.829488407
02-019-GMA-30M-IT2,02-019-GMA,17295,0.096611533
02-019-GMA-30M-IT2,02-019-GMA,26078,1.263586332
02-019-GMA-30M-IT2,02-019-GMA,17203,0.164708965
02-019-GMA-30M-IT2,02-019-GMA,30768,0.268970788
02-019-GMA-30M-IT2,02-019-GMA,28972,0.390513836
02-019-GMA-30M-IT2,02-019-GMA,18183,0.440502710
02-019-GMA-30M-IT2,02-019-GMA,62346,0.232652266
02-019-GMA-30M-IT2,02-019-GMA,15963,0.091416284
02-019-GMA-30M-IT2,02-019-GMA,21077,0.232684776
02-019-GMA-30M-IT2,02-019-GMA,47013,1.480976912
02-019-GMA-30M-IT2,02-019-GMA,41865,0.033181316
02-019-GMA-30M-IT2,02-019-GMA,17115,0.392777006
02-019-GMA-30M-IT2,02-019-GMA,17924,3.453630953
02-019-GMA-30M-IT2,02-019-GMA,15741,0.556120765
02-019-GMA-30M-IT2,02-019-GMA,17992,0.030213605
02-019-GMA-30M-IT2,02-019-GMA,49092,0.058450403
02-019-GMA-30M-IT2,02-019-GMA,15671,0.071823733
02-019-GMA-30M-IT2,02-019-GMA,28865,0.001428501
02-019-GMA-30M-IT2,02-019-GMA,9410,0.000700761
02-019-GMA-30M-IT2,02-019-GMA,NA,0.000301017
02-019-GMA-30M-IT2,02-019-GMA,15908,0.327069067
02-019-GMA-30M-IT2,02-019-GMA,16857,0.056412420
02-019-GMA-30M-IT2,02-019-GMA,23956,0.125202783
02-019-GMA-30M-IT2,02-019-GMA,27607,0.261133213
02-019-GMA-30M-IT2,02-019-GMA,32528,0.223677300
02-019-GMA-30M-IT2,02-019-GMA,17748,0.095412291
02-019-GMA-30M-IT2,02-019-GMA,16199,0.430021072
02-019-GMA-30M-IT2,02-019-GMA,16704,0.079622531
02-019-GMA-30M-IT2,02-019-GMA,9907,0.000216957
02-019-GMA-30M-IT2,02-019-GMA,17418,0.032902194
02-019-GMA-30M-IT2,02-019-GMA,16414,0.065574210
02-019-GMA-30M-IT2,02-019-GMA,1305691,0.469927694
02-019-GMA-30M-IT2,02-019-GMA,53455,0.942363982
02-023-GMA-18M-IT0,02-023-GMA,62064,0.107420215
02-023-GMA-18M-IT0,02-023-GMA,60645,0.060142617
02-023-GMA-18M-IT0,02-023-GMA,32796,0.089442775
02-023-GMA-18M-IT0,02-023-GMA,59783,0.203188826
02-023-GMA-18M-IT0,02-023-GMA,36632,0.055690696
02-023-GMA-18M-IT0,02-023-GMA,68454,0.060309227
02-023-GMA-18M-IT0,02-023-GMA,33033,0.044641750
02-023-GMA-18M-IT0,02-023-GMA,17066,0.126591652
02-023-GMA-18M-IT0,02-023-GMA,15614,0.227171949
02-023-GMA-18M-IT0,02-023-GMA,25998,0.095178450
02-023-GMA-18M-IT0,02-023-GMA,15366,0.186599813
02-023-GMA-18M-IT0,02-023-GMA,15344,0.129088152
02-023-GMA-18M-IT0,02-023-GMA,16977,0.085439753
02-023-GMA-18M-IT0,02-023-GMA,37741,0.234653802
02-023-GMA-18M-IT0,02-023-GMA,17475,0.034342523
02-023-GMA-18M-IT0,02-023-GMA,40886,1.174869780
02-023-GMA-18M-IT0,02-023-GMA,18333,0.089472939
02-023-GMA-18M-IT0,02-023-GMA,17196,0.069464738
02-023-GMA-18M-IT0,02-023-GMA,17053,0.632298791
02-023-GMA-18M-IT0,02-023-GMA,30746,0.105662166
02-023-GMA-18M-IT0,02-023-GMA,30772,0.155750560
02-023-GMA-18M-IT0,02-023-GMA,36217,0.485646028
02-023-GMA-18M-IT0,02-023-GMA,16755,0.002692609
02-023-GMA-18M-IT0,02-023-GMA,16359,0.003864937
02-023-GMA-18M-IT0,02-023-GMA,28834,0.026027247
02-023-GMA-18M-IT0,02-023-GMA,15866,0.130704989
02-023-GMA-18M-IT0,02-023-GMA,28816,0.574120751
02-023-GMA-18M-IT0,02-023-GMA,32980,0.055545091
02-023-GMA-18M-IT0,02-023-GMA,16016,0.185544304
02-023-GMA-18M-IT0,02-023-GMA,23956,0.127950704
02-023-GMA-18M-IT0,02-023-GMA,16469,0.120356833
02-023-GMA-18M-IT0,02-023-GMA,28645,0.274620175
02-023-GMA-18M-IT0,02-023-GMA,42548,0.074125083
02-023-GMA-18M-IT0,02-023-GMA,16813,0.202535898
02-023-GMA-18M-IT0,02-023-GMA,28061,0.865664075
02-023-GMA-18M-IT0,02-023-GMA,47962,0.037709118
02-023-GMA-18M-IT0,02-023-GMA,30778,0.091656118
02-023-GMA-18M-IT0,02-023-GMA,33198,0.257454599
02-023-GMA-18M-IT0,02-023-GMA,15903,0.873140654
02-023-GMA-18M-IT0,02-023-GMA,18050,0.159898510
02-023-GMA-18M-IT0,02-023-GMA,32398,0.174787240
02-023-GMA-18M-IT0,02-023-GMA,17754,0.272663233
02-023-GMA-18M-IT0,02-023-GMA,15428,0.827147792
02-023-GMA-18M-IT0,02-023-GMA,36274,0.001435136
02-023-GMA-18M-IT0,02-023-GMA,17687,0.000658089
02-023-GMA-18M-IT0,02-023-GMA,27471,0.000748526
02-023-GMA-18M-IT0,02-023-GMA,17497,0.188732973
02-023-GMA-18M-IT0,02-023-GMA,89929,0.000626992
02-023-GMA-18M-IT0,02-023-GMA,87753,0.028228302
02-023-GMA-18M-IT0,02-023-GMA,32365,0.122568713
02-023-GMA-18M-IT0,02-023-GMA,45571,0.053399130
02-023-GMA-18M-IT0,02-023-GMA,30832,0.075629533
02-023-GMA-18M-IT0,02-023-GMA,30776,0.001703882
02-023-GMA-18M-IT0,02-023-GMA,NA,0.032385995
02-023-GMA-18M-IT0,02-023-GMA,19641,0.220452550
02-023-GMA-18M-IT0,02-023-GMA,NA,0.000578932
02-023-GMA-18M-IT0,02-023-GMA,16135,0.059185260
02-023-GMA-18M-IT0,02-023-GMA,17191,0.081005822
02-023-GMA-18M-IT0,02-023-GMA,28484,0.003871265
02-023-GMA-18M-IT0,02-023-GMA,48430,0.179755107
02-023-GMA-18M-IT0,02-023-GMA,422,0.278849342
02-023-GMA-18M-IT0,02-023-GMA,36219,1.343465024
02-023-GMA-18M-IT0,02-023-GMA,6359,0.149072474
02-023-GMA-18M-IT0,02-023-GMA,30997,0.046050970
02-023-GMA-18M-IT0,02-023-GMA,16325,0.003106978
02-023-GMA-18M-IT0,02-023-GMA,48092,0.042242501
02-023-GMA-18M-IT0,02-023-GMA,18019,0.081839156
02-023-GMA-18M-IT0,02-023-GMA,30797,0.143812742
02-023-GMA-18M-IT0,02-023-GMA,68428,0.125413580
02-023-GMA-18M-IT0,02-023-GMA,47937,0.759780818
02-023-GMA-18M-IT0,02-023-GMA,32800,0.068523807
02-023-GMA-18M-IT0,02-023-GMA,16899,0.023651247
02-023-GMA-18M-IT0,02-023-GMA,28085,0.245797946
02-023-GMA-18M-IT0,02-023-GMA,28729,0.432895982
